"HF","Financing scheme","FS","Revenues of financing schemes","MEASURE","Measure","LOCATION","Country","TIME","Year","Value","Flag Codes","Flags"
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","USA","United States","2006","2006",1.626,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","USA","United States","2007","2007",1.658,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","USA","United States","2008","2008",1.799,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","USA","United States","2009","2009",2.069,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","USA","United States","2010","2010",2.098,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","USA","United States","2011","2011",2.143,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","USA","United States","2012","2012",2.146,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","USA","United States","2013","2013",2.107,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","USA","United States","2014","2014",2.215,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","USA","United States","2015","2015",2.28,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","USA","United States","2016","2016",2.338,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","USA","United States","2017","2017",2.32,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","USA","United States","2000","2000",88879.847,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","USA","United States","2001","2001",110669.031,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","USA","United States","2002","2002",129308.821,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","USA","United States","2003","2003",145246.013,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","USA","United States","2004","2004",162462.461,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","USA","United States","2005","2005",178984.441,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","USA","United States","2006","2006",224686.882,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","USA","United States","2007","2007",239549.613,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","USA","United States","2008","2008",264734.621,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","USA","United States","2009","2009",298943.268,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","USA","United States","2010","2010",314477.756,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","USA","United States","2011","2011",333022.632,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","USA","United States","2012","2012",347551.309,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","USA","United States","2013","2013",353574.996,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","USA","United States","2014","2014",388041.118,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","USA","United States","2015","2015",415425.25,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","USA","United States","2016","2016",437431.917,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","USA","United States","2017","2017",452120.576,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2000","2000",110081.491,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2001","2001",134266.776,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2002","2002",154706.975,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2003","2003",170221.841,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2004","2004",185509.494,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2005","2005",198435.101,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2006","2006",242173.42,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2007","2007",251402.893,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2008","2008",269382.671,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2009","2009",304583.394,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2010","2010",314477.756,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2011","2011",324695.286,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2012","2012",332675.325,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2013","2013",333324.72,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2014","2014",360141.673,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2015","2015",384578.953,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2016","2016",400971.619,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2017","2017",406907.655,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2000","2000",35.367,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2001","2001",39.784,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2002","2002",43.172,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2003","2003",45.211,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2004","2004",46.285,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2005","2005",46.941,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2006","2006",50.439,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2007","2007",50.529,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2008","2008",52.215,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2009","2009",55.874,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2010","2010",56.527,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2011","2011",56.969,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2012","2012",56.889,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2013","2013",55.683,,
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2014","2014",23.283,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2015","2015",23.513,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2016","2016",23.491,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2017","2017",23.339,"D","Difference in methodology"
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2006","2006",0.287,"B","Break"
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2007","2007",0.294,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2008","2008",0.3,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2009","2009",0.332,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2010","2010",0.324,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2011","2011",0.318,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2012","2012",0.321,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2013","2013",0.319,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2014","2014",0.314,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2015","2015",0.327,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2016","2016",0.338,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2017","2017",0.333,"P","Provisional value"
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2018","2018",0.334,"P","Provisional value"
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","CAN","Canada","2006","2006",4298.066,"B","Break"
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","CAN","Canada","2007","2007",4638.673,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","CAN","Canada","2008","2008",4977.831,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","CAN","Canada","2009","2009",5213.564,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","CAN","Canada","2010","2010",5401.14,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","CAN","Canada","2011","2011",5639.925,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","CAN","Canada","2012","2012",5869.132,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","CAN","Canada","2013","2013",6070.41,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","CAN","Canada","2014","2014",6263.882,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","CAN","Canada","2015","2015",6502.594,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","CAN","Canada","2016","2016",6860.589,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","CAN","Canada","2017","2017",7135.36,"P","Provisional value"
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","CAN","Canada","2018","2018",7420.283,"P","Provisional value"
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","CAN","Canada","2006","2006",4571.443,"B","Break"
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","CAN","Canada","2007","2007",4841,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","CAN","Canada","2008","2008",5090.513,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","CAN","Canada","2009","2009",5284.776,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","CAN","Canada","2010","2010",5401.14,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","CAN","Canada","2011","2011",5502.902,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","CAN","Canada","2012","2012",5644.688,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","CAN","Canada","2013","2013",5733.357,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","CAN","Canada","2014","2014",5801.944,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","CAN","Canada","2015","2015",5956.56,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","CAN","Canada","2016","2016",6228.974,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","CAN","Canada","2017","2017",6392.964,"P","Provisional value"
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","CAN","Canada","2018","2018",6536.063,"P","Provisional value"
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","CAN","Canada","2006","2006",24.001,"B","Break"
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","CAN","Canada","2007","2007",24.001,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","CAN","Canada","2008","2008",24.001,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","CAN","Canada","2009","2009",24.003,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","CAN","Canada","2010","2010",24.005,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","CAN","Canada","2011","2011",24.006,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","CAN","Canada","2012","2012",24.006,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","CAN","Canada","2013","2013",24.005,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","CAN","Canada","2014","2014",24.004,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","CAN","Canada","2015","2015",24.003,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","CAN","Canada","2016","2016",24.003,,
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","CAN","Canada","2017","2017",23.843,"P","Provisional value"
"HF21","Voluntary health insurance schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","CAN","Canada","2018","2018",23.618,"P","Provisional value"
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2006","2006",0.139,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2007","2007",0.138,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2008","2008",0.143,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2009","2009",0.154,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2010","2010",0.152,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2011","2011",0.143,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2012","2012",0.149,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2013","2013",0.15,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2014","2014",0.147,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2015","2015",0.152,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2016","2016",0.155,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2017","2017",0.154,"P","Provisional value"
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2018","2018",0.151,"P","Provisional value"
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2006","2006",2078.897,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2007","2007",2169.81,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2008","2008",2362.693,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2009","2009",2423.419,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2010","2010",2528.113,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2011","2011",2544.866,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2012","2012",2713.769,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2013","2013",2862.062,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2014","2014",2927.838,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2015","2015",3021.857,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2016","2016",3145.582,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2017","2017",3308.53,"P","Provisional value"
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2018","2018",3346.92,"P","Provisional value"
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2006","2006",2211.125,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2007","2007",2264.451,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2008","2008",2416.177,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2009","2009",2456.52,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2010","2010",2528.113,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2011","2011",2483.038,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2012","2012",2609.991,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2013","2013",2703.149,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2014","2014",2711.92,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2015","2015",2768.106,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2016","2016",2855.986,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2017","2017",2964.295,"P","Provisional value"
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2018","2018",2948.092,"P","Provisional value"
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2006","2006",1.482,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2007","2007",1.451,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2008","2008",1.479,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2009","2009",1.434,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2010","2010",1.414,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2011","2011",1.379,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2012","2012",1.428,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2013","2013",1.463,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2014","2014",1.45,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2015","2015",1.434,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2016","2016",1.433,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2017","2017",1.449,"P","Provisional value"
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2018","2018",1.405,"P","Provisional value"
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2000","2000",1.584,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2001","2001",1.583,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2002","2002",1.556,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2003","2003",1.536,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2004","2004",1.544,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2005","2005",1.552,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2006","2006",1.598,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2007","2007",1.623,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2008","2008",1.647,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2009","2009",1.634,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2010","2010",1.613,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2011","2011",1.618,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2012","2012",1.626,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2013","2013",1.677,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2014","2014",1.694,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2015","2015",1.707,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2016","2016",1.724,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2017","2017",1.758,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2000","2000",162428.17,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2001","2001",167506.264,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2002","2002",170208.763,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2003","2003",176016.818,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2004","2004",188541.256,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2005","2005",202311.161,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2006","2006",220777.427,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2007","2007",234535.534,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2008","2008",242278.842,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2009","2009",236091.294,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2010","2010",241854.578,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2011","2011",251546.532,,
